date,time,e440,e470,e532,jsp,replicate,file,melange,hms,second,x_strain,y_strain,melange_full,souche_ajoutee,concentration,melange_2,volume,volume_culture,volume_milieu,volume_culture_vrai,concentration_vrai
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NANA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-06,18:16:55,175,100,83,538,1,melange_a,melange_6,55,5,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:16:56,176,99,87,538,1,melange_a,melange_6,56,6,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:16:57,174,103,85,538,1,melange_a,melange_6,57,7,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:16:58,172,103,85,538,1,melange_a,melange_6,58,8,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:16:59,173,103,86,538,1,melange_a,melange_6,59,9,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:00,176,101,83,538,1,melange_a,melange_6,0,10,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:01,175,99,87,538,1,melange_a,melange_6,1,11,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:02,175,101,84,538,1,melange_a,melange_6,2,12,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:03,177,104,85,537,1,melange_a,melange_6,3,13,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:04,178,103,87,537,1,melange_a,melange_6,4,14,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:06,177,104,83,537,1,melange_a,melange_6,6,16,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:07,177,104,88,537,1,melange_a,melange_6,7,17,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:08,173,104,84,537,1,melange_a,melange_6,8,18,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:09,176,101,84,537,1,melange_a,melange_6,9,19,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:10,174,105,84,537,1,melange_a,melange_6,10,20,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:11,175,101,85,537,1,melange_a,melange_6,11,21,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:12,175,103,88,537,1,melange_a,melange_6,12,22,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:13,176,100,84,537,1,melange_a,melange_6,13,23,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:14,175,102,85,537,1,melange_a,melange_6,14,24,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:15,176,102,83,537,1,melange_a,melange_6,15,25,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:16,173,104,83,537,1,melange_a,melange_6,16,26,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:17,173,102,86,537,1,melange_a,melange_6,17,27,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:18,173,101,83,537,1,melange_a,melange_6,18,28,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:19,175,103,84,537,1,melange_a,melange_6,19,29,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:21,175,103,86,537,1,melange_a,melange_6,21,31,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:22,176,100,82,537,1,melange_a,melange_6,22,32,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:23,174,101,84,537,1,melange_a,melange_6,23,33,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:24,175,103,85,537,1,melange_a,melange_6,24,34,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:25,174,103,83,537,1,melange_a,melange_6,25,35,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:26,175,104,84,537,1,melange_a,melange_6,26,36,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:27,174,100,85,537,1,melange_a,melange_6,27,37,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:28,177,103,84,537,1,melange_a,melange_6,28,38,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:29,177,102,87,537,1,melange_a,melange_6,29,39,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:30,174,102,86,536,1,melange_a,melange_6,30,40,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:31,174,103,84,536,1,melange_a,melange_6,31,41,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:32,174,103,82,536,1,melange_a,melange_6,32,42,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:33,172,102,88,537,1,melange_a,melange_6,33,43,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:34,178,102,83,536,1,melange_a,melange_6,34,44,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:35,176,103,86,536,1,melange_a,melange_6,35,45,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:37,174,106,87,536,1,melange_a,melange_6,37,47,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:38,172,104,87,536,1,melange_a,melange_6,38,48,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:39,175,102,86,536,1,melange_a,melange_6,39,49,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:40,174,101,85,536,1,melange_a,melange_6,40,50,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:41,177,102,84,536,1,melange_a,melange_6,41,51,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:42,175,100,86,536,1,melange_a,melange_6,42,52,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:43,176,102,84,536,1,melange_a,melange_6,43,53,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:44,176,104,83,536,1,melange_a,melange_6,44,54,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:45,173,101,84,536,1,melange_a,melange_6,45,55,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:46,178,104,88,536,1,melange_a,melange_6,46,56,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:47,177,106,83,536,1,melange_a,melange_6,47,57,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:48,177,101,86,536,1,melange_a,melange_6,48,58,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:17:49,176,103,87,536,1,melange_a,melange_6,49,59,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:19:51,179,106,84,538,2,melange_a,melange_6,51,181,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:19:52,176,104,86,538,2,melange_a,melange_6,52,182,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:19:53,176,103,87,538,2,melange_a,melange_6,53,183,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:19:54,177,103,86,537,2,melange_a,melange_6,54,184,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:19:55,173,101,90,537,2,melange_a,melange_6,55,185,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:19:57,175,104,85,537,2,melange_a,melange_6,57,187,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:19:58,177,102,83,537,2,melange_a,melange_6,58,188,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:19:59,178,101,87,537,2,melange_a,melange_6,59,189,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:00,176,102,85,537,2,melange_a,melange_6,0,190,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:01,175,103,87,537,2,melange_a,melange_6,1,191,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:02,173,102,84,537,2,melange_a,melange_6,2,192,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:03,175,104,84,537,2,melange_a,melange_6,3,193,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:04,177,105,85,537,2,melange_a,melange_6,4,194,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:05,176,102,82,537,2,melange_a,melange_6,5,195,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:06,173,101,87,537,2,melange_a,melange_6,6,196,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:07,177,106,83,537,2,melange_a,melange_6,7,197,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:08,176,101,89,537,2,melange_a,melange_6,8,198,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:09,178,102,84,537,2,melange_a,melange_6,9,199,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:10,175,101,85,537,2,melange_a,melange_6,10,200,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:11,178,102,87,537,2,melange_a,melange_6,11,201,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:13,176,101,84,536,2,melange_a,melange_6,13,203,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:14,175,104,87,537,2,melange_a,melange_6,14,204,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:15,179,100,86,536,2,melange_a,melange_6,15,205,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:16,176,98,85,536,2,melange_a,melange_6,16,206,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:17,176,104,85,536,2,melange_a,melange_6,17,207,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:18,177,104,83,536,2,melange_a,melange_6,18,208,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:19,176,102,87,536,2,melange_a,melange_6,19,209,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:20,178,102,81,536,2,melange_a,melange_6,20,210,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:21,173,99,88,536,2,melange_a,melange_6,21,211,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:22,177,103,85,536,2,melange_a,melange_6,22,212,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:23,176,100,84,536,2,melange_a,melange_6,23,213,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:24,177,102,85,536,2,melange_a,melange_6,24,214,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:25,179,108,89,536,2,melange_a,melange_6,25,215,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:26,175,104,86,536,2,melange_a,melange_6,26,216,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:28,178,103,83,536,2,melange_a,melange_6,28,218,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:29,178,105,85,536,2,melange_a,melange_6,29,219,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:30,176,103,83,536,2,melange_a,melange_6,30,220,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:31,176,102,88,536,2,melange_a,melange_6,31,221,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:32,179,103,82,536,2,melange_a,melange_6,32,222,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:33,175,101,83,536,2,melange_a,melange_6,33,223,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:34,176,102,83,536,2,melange_a,melange_6,34,224,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:35,176,104,84,536,2,melange_a,melange_6,35,225,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:36,175,104,84,536,2,melange_a,melange_6,36,226,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:37,177,103,86,536,2,melange_a,melange_6,37,227,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:38,175,101,83,536,2,melange_a,melange_6,38,228,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:39,176,103,84,536,2,melange_a,melange_6,39,229,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:40,177,102,85,536,2,melange_a,melange_6,40,230,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:41,176,102,85,536,2,melange_a,melange_6,41,231,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:42,179,104,85,536,2,melange_a,melange_6,42,232,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:44,175,99,84,536,2,melange_a,melange_6,44,234,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:45,177,105,82,536,2,melange_a,melange_6,45,235,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:46,176,103,86,536,2,melange_a,melange_6,46,236,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:47,177,104,90,536,2,melange_a,melange_6,47,237,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:48,179,99,82,536,2,melange_a,melange_6,48,238,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:20:49,176,101,88,536,2,melange_a,melange_6,49,239,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:22:51,178,104,88,538,3,melange_a,melange_6,51,361,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:22:52,176,104,85,538,3,melange_a,melange_6,52,362,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:22:53,181,107,86,537,3,melange_a,melange_6,53,363,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:22:54,179,102,86,537,3,melange_a,melange_6,54,364,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:22:55,177,103,88,537,3,melange_a,melange_6,55,365,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:22:57,178,103,81,537,3,melange_a,melange_6,57,367,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:22:58,175,102,84,537,3,melange_a,melange_6,58,368,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:22:59,173,101,84,537,3,melange_a,melange_6,59,369,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:00,176,102,86,537,3,melange_a,melange_6,0,370,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:01,176,103,87,537,3,melange_a,melange_6,1,371,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:02,176,106,84,537,3,melange_a,melange_6,2,372,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:03,175,103,82,537,3,melange_a,melange_6,3,373,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:04,172,103,86,537,3,melange_a,melange_6,4,374,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:05,176,102,82,536,3,melange_a,melange_6,5,375,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:06,177,102,86,537,3,melange_a,melange_6,6,376,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:07,179,101,87,536,3,melange_a,melange_6,7,377,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:08,178,100,86,536,3,melange_a,melange_6,8,378,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:09,175,100,88,536,3,melange_a,melange_6,9,379,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:10,174,103,86,536,3,melange_a,melange_6,10,380,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:11,175,103,86,536,3,melange_a,melange_6,11,381,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:13,176,100,85,536,3,melange_a,melange_6,13,383,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:14,178,100,83,536,3,melange_a,melange_6,14,384,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:15,176,103,85,536,3,melange_a,melange_6,15,385,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:16,175,103,86,536,3,melange_a,melange_6,16,386,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:17,178,106,86,536,3,melange_a,melange_6,17,387,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:18,177,104,83,536,3,melange_a,melange_6,18,388,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:19,177,104,83,536,3,melange_a,melange_6,19,389,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:20,178,104,83,536,3,melange_a,melange_6,20,390,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:21,174,104,84,536,3,melange_a,melange_6,21,391,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:22,177,102,84,536,3,melange_a,melange_6,22,392,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:23,176,104,86,536,3,melange_a,melange_6,23,393,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:24,177,104,83,536,3,melange_a,melange_6,24,394,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:25,179,103,85,536,3,melange_a,melange_6,25,395,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:26,175,99,87,536,3,melange_a,melange_6,26,396,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:28,177,104,88,536,3,melange_a,melange_6,28,398,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:29,175,102,83,536,3,melange_a,melange_6,29,399,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:30,177,102,85,536,3,melange_a,melange_6,30,400,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:31,177,103,84,536,3,melange_a,melange_6,31,401,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:32,174,100,86,536,3,melange_a,melange_6,32,402,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:33,175,102,85,536,3,melange_a,melange_6,33,403,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:34,175,104,88,535,3,melange_a,melange_6,34,404,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:35,178,100,89,536,3,melange_a,melange_6,35,405,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:36,176,102,81,536,3,melange_a,melange_6,36,406,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:37,175,101,87,536,3,melange_a,melange_6,37,407,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:38,178,104,84,535,3,melange_a,melange_6,38,408,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:39,177,102,87,536,3,melange_a,melange_6,39,409,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:40,179,104,89,536,3,melange_a,melange_6,40,410,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:41,178,100,86,536,3,melange_a,melange_6,41,411,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:42,176,103,87,535,3,melange_a,melange_6,42,412,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:44,175,102,83,535,3,melange_a,melange_6,44,414,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:45,178,103,83,535,3,melange_a,melange_6,45,415,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
2020-11-06,18:23:46,176,104,86,535,3,melange_a,melange_6,46,416,RCC9511,RCC1717,melange_6a,PCC9511,45.9648,1,900,19.580200501253135,880,20,1.02144
